Geo Point;Geo Shape;insee;ident;siret;infor;adresse;exploit;th_heur;th_nuit;ta_moivel;th_quar;th_10;np_pmr;ta_type;ta_nres7j;ta_titul;libres;np_veltot;np_2rele;np_hgsup;np_stlav;np_covoit;prepaye;nb_niv;th_4;ta_ntitul;th_3;th_2;th_24;gabari_max;mdate;url;np_vle;np_fourr;th_demi;secteur;np_global;np_velec;gid;gabari_std;titul;propr;np_mobalt;ta_handi;np_hginf;connecte;np_pr;etat;nom;total;typgest;type;an_serv;ta_resmoi;np_2rmot;cdate;np_total;tv_1h;ta_moimot
44.8562762, -0.6594896;"{""coordinates"": [-0.6594896, 44.8562762], ""type"": ""Point""}";33281;CUBPK58;80822705200012;abonnement annuel Riverain nocturne 300€ et forfait court-séjour, 3.5€ pour tous les occupants du VL;Rue Alphonse Daudet 33700 Mérignac;KEOLIS;3.5;;0.0;3.5;3.5;5;PAYANT_TARIF_PARC_RELAIS;;0.0;214;40;0;0;0;5;0.0;1;3.5;3.5;3.5;3.5;;2.1;2023-09-17T14:59:58+02:00;https://www.infotbm.com/fr/parc-relais;4;0;3.5;PERIPHERIE;220;7;273;2.1;TBM;BORDEAUX_METROPOLE;0;AUTRE;0;1;220;LIBRE;Parc-Relais Les Pins;220;DELEGATION_DE_SERVICE_PUBLIC_POUR_BORDEAUX_METROPOLE;SURFACE;2015;;10;2018-06-01T02:00:00+02:00;220;0.0;
44.7744313, -0.5641665;"{""coordinates"": [-0.5641665, 44.7744313], ""type"": ""Point""}";33550;CUBPK91;80822705200012;399 places ouvertes à mi 2023, 3.5€ pour tous les occupants du VL, forfait court séjour;Avenue des Pyrénées 33140 Villenave d'Ornon;KEOLIS;3.5;;0.0;3.5;3.5;20;PAYANT_TARIF_PARC_RELAIS;;0.0;272;56;0;0;0;20;0.0;4;3.5;3.5;3.5;3.5;;1.9000000000000001;2023-09-17T14:59:58+02:00;https://www.infotbm.com/fr/parc-relais;20;0;3.5;PERIPHERIE;753;4;451;1.9000000000000001;TBM;BORDEAUX_METROPOLE;0;NORMAL_PAYANT;0;1;753;LIBRE;Parc-Relais Villenave Pyrenees;399;DELEGATION_DE_SERVICE_PUBLIC_POUR_BORDEAUX_METROPOLE;SILO;2019;;28;2019-02-05T16:41:59+01:00;753;0.0;
44.8382624, -0.5569718;"{""coordinates"": [-0.5569718, 44.8382624], ""type"": ""Point""}";33063;CUBPK55;80822705200012;4.5€ pour 1 à 5 passagers dans le VL;Rue Letellier 33000 Bordeaux;KEOLIS;4.5;;0.0;4.5;4.5;6;PAYANT_TARIF_PARC_RELAIS;;0.0;98;20;0;0;0;5;0.0;1;4.5;4.5;4.5;4.5;;1.9000000000000001;2023-09-17T14:59:58+02:00;https://www.infotbm.com/fr/parc-relais;0;0;4.5;PERIPHERIE;214;0;234;1.9000000000000001;TBM;BORDEAUX_METROPOLE;0;AUTRE;0;1;214;LIBRE;Parc-Relais Stalingrad;214;DELEGATION_DE_SERVICE_PUBLIC_POUR_BORDEAUX_METROPOLE;SURFACE;2004;;20;2018-06-01T02:00:00+02:00;214;1.8;
44.8731899, -0.575195;"{""coordinates"": [-0.575195, 44.8731899], ""type"": ""Point""}";33063;CUBPK52;80822705200012;4.5€ pour 1 à 5 passagers dans le VL;Rue du jonc 33000 Bordeaux;KEOLIS;4.5;;;4.5;4.5;5;PAYANT_TARIF_PARC_RELAIS;;0.0;233;0;0;0;0;5;0.0;1;4.5;4.5;4.5;4.5;;2.2;2023-09-17T14:59:58+02:00;https://www.infotbm.com/fr/parc-relais;0;0;4.5;PERIPHERIE;234;0;240;2.2;TBM;BORDEAUX_METROPOLE;0;AUTRE;0;1;234;LIBRE;Parc-Relais Les Aubiers;234;DELEGATION_DE_SERVICE_PUBLIC_POUR_BORDEAUX_METROPOLE;SURFACE;2008;;40;2018-06-01T02:00:00+02:00;234;0.0;
44.8514501, -0.5892515;"{""coordinates"": [-0.5892515, 44.8514501], ""type"": ""Point""}";33063;CUBPK37;453 335 069 00010;Abonnés seulement;Rue Croix de Seguey 33000 Bordeaux;METPARK;;;;;;2;PAYANT_RESERVE_ABONNES;;;;0;0;0;0;0;0.0;1;;;;;;1.8;2023-02-22T12:14:07+01:00;https://www.mtpk.fr/;0;0;;CENTRE;51;0;241;1.8;METPARK;BORDEAUX_METROPOLE;0;NORMAL_PAYANT;0;0;0;OUVERT;Croix De Seguey;;REGIE_AUTONOME;SURFACE;2003;63.0;0;2018-06-01T02:00:00+02:00;51;1.8;
44.8451627, -0.5787155;"{""coordinates"": [-0.5787155, 44.8451627], ""type"": ""Point""}";33063;CUBPK32;453 335 069 00010;"Résidents seulement; Vélos: 35€/an ou 5€/mois";Rue Lhote 33000 Bordeaux;METPARK;;;5.0;;;3;PAYANT_RESERVE_ABONNES;;;;50;0;0;0;0;0.0;4;;;;;;1.8;2023-02-22T12:14:07+01:00;https://www.mtpk.fr/;0;0;;HYPER_CENTRE;113;0;242;1.8;METPARK;BORDEAUX_METROPOLE;0;NORMAL_PAYANT;0;0;0;OUVERT;Lhote;;REGIE_AUTONOME;SILO;2004;80.0;4;2018-06-01T02:00:00+02:00;113;2.5;44.0
44.8465148, -0.5723176;"{""coordinates"": [-0.5723176, 44.8465148], ""type"": ""Point""}";33063;CUBPK110;453 335 069 00010;10 emplacements réserves aux autocars;Allees de Bristol depuis quais 33000 Bordeaux;METPARK;8.0;;;2.0;58.0;0;PAYANT_TARIF_HORAIRE;60.0;;;0;0;12;0;0;0.0;1;30.0;;24.0;18.0;58.0;4.0;2023-04-05T15:15:49+02:00;https://www.mtpk.fr/nos-offres/#pros;0;0;4.0;HYPER_CENTRE;12;0;1613;4.0;METPARK;BORDEAUX_METROPOLE;0;NORMAL_PAYANT;0;0;0;OUVERT;Park Cars Tourisme Allees De Bristol Metpark;;REGIE_AUTONOME;ENCLOS;2018;;0;2022-04-21T16:21:29+02:00;0;2.5;
44.8276873, -0.5562101;"{""coordinates"": [-0.5562101, 44.8276873], ""type"": ""Point""}";33063;CUBPK105;453 335 069 000 10;pour plus de 2 heures l'arrêt minute est très cher Se reporter sur les places du Parking Saint Jean;Rue Charles Domerq  Nord33800 Bordeaux;METPARK;8.0;;;2.0;57.0;1;PAYANT_TARIF_HORAIRE;;;31;0;0;0;0;0;0.0;1;27.0;;21.0;15.0;57.0;1.8;2023-09-17T15:01:04+02:00;https://www.mtpk.fr/;0;0;4.0;CENTRE;46;0;783;1.8;METPARK;SNCF_GARES_ET_CONNEXIONS_BAIL_45_ANS;0;NORMAL_PAYANT;0;1;0;LIBRE;Gare Saint Jean Arret Minute P1 Nord;46;CONCESSION_DE_SERVICE;ENTERRE;1990;;0;2021-11-04T16:00:43+01:00;46;1.8;
44.842649, -0.64766;"{""coordinates"": [-0.64766, 44.842649], ""type"": ""Point""}";33281;CUBPK39;453 335 069 00010;Vélos: 35€/an ou 5€/mois. 1h gratuite semaine +samedi 8 à 13h gratuit. Parc mixte avec places P+R abonnés;Place Charles de Gaulle 33700 Merignac;METPARK;2.0;3.0;5.0;0.0;8.0;6;PAYANT_TARIF_HORAIRE;65.0;0.0;224;26;0;0;0;0;0.0;3;8.0;;6.0;3.0;8.0;1.8;2023-09-17T15:01:07+02:00;https://www.mtpk.fr/;3;0;0.0;PERIPHERIE;285;0;266;1.8;METPARK;BORDEAUX_METROPOLE;0;NORMAL_PAYANT;0;1;84;LIBRE;Merignac Centre;285;REGIE_AUTONOME;ENTERRE;1985;45.0;16;2018-06-01T02:00:00+02:00;285;0.0;27.0
44.822314, -0.5552388;"{""coordinates"": [-0.5552388, 44.822314], ""type"": ""Point""}";33063;CUBPK108;320 229 644 05241;accès identiques pour les parkings P4 et P3 et pour ARRET MINUTE P3Belcier - Saint Jean;Rond-Point Pierre Sémard 33800 BORDEAUX;INDIGO_PARK;6.0;;;2.0;39.0;0;PAYANT_TARIF_HORAIRE;;;16;0;0;0;0;0;0.0;1;24.0;;18.0;12.0;39.0;1.8800000000000001;2023-09-17T15:00:46+02:00;https://fr.parkindigo.com/parkings-france/bordeaux;0;0;3.0;CENTRE;74;0;1575;1.8800000000000001;INDIGO_INFRA_FRANCE;SNCF_GARES_ET_CONNEXIONS_BAIL_45_ANS;0;NORMAL_PAYANT;0;1;0;LIBRE;Gare Saint Jean - Arret Minute P3 Belcier;75;AUTORISATION_OCCUPATION_TEMPORAIRE;SILO;2017;;0;2022-03-08T15:59:17+01:00;74;1.8;
